STATE,INCOME,AGE,EDU,SEX,RACE,MARST,CHILDREN,VOTED
Louisiana,5829,53,High School,Female,Black/Negro,Never married/single,1,Voted
Rhode Island,27149,48,College,Male,White,"Married, spouse present",2,Did not vote
District of Columbia,7911,75,High School,Female,Black/Negro,Divorced,3,Did not vote
Texas,21996,71,High School,Female,White,"Married, spouse present",0,Voted
Mississippi,190934,49,College,Male,White,"Married, spouse present",3,Voted
Minnesota,127968,60,High School,Female,White,"Married, spouse present",1,Voted
Alabama,13965,29,High School,Female,Black/Negro,Never married/single,3,Voted
Florida,34388,31,High School,Female,Black/Negro,Divorced,2,Did not vote
Louisiana,11281,30,High School,Male,White,"Married, spouse present",1,Voted
Arizona,4392,62,High School,Female,White,Divorced,1,Did not vote
Louisiana,19352,85,High School,Female,White,Widowed,1,Voted
Florida,104793,47,College,Male,White,"Married, spouse present",3,Did not vote
Vermont,32142,25,High School,Male,White,Divorced,1,Did not vote
Illinois,132498,59,College,Female,White,"Married, spouse present",0,Voted
New Mexico,17063,58,College,Female,White,Divorced,2,Voted
Iowa,24345,53,High School,Female,White,"Married, spouse present",0,Voted
Michigan,33791,75,High School,Female,White,"Married, spouse present",2,Voted
Kansas,16910,53,High School,Female,White,Divorced,2,Voted
South Carolina,33913,59,High School,Female,White,Never married/single,1,Did not vote
Texas,40851,20,High School,Male,White,Never married/single,2,Did not vote
New Jersey,12731,24,High School,Male,White,Never married/single,1,Did not vote
Texas,198120,56,No Degree,Female,White,"Married, spouse present",3,Voted
Alaska,118043,36,High School,Male,White,"Married, spouse present",3,Voted
Texas,17872,63,High School,Male,White,Separated,1,Did not vote
Florida,30088,31,High School,Female,White,"Married, spouse present",2,Voted
Wisconsin,35153,29,High School,Female,White,Never married/single,3,Did not vote
Virginia,11202,76,No Degree,Female,White,Widowed,2,Did not vote
Louisiana,39585,54,High School,Male,White,Never married/single,0,Voted
Montana,73145,37,High School,Female,White,"Married, spouse present",0,Did not vote
Indiana,31941,30,High School,Female,White,Divorced,0,Voted
Georgia,58042,76,High School,Male,White,Widowed,0,Did not vote
Michigan,67537,55,High School,Female,Black/Negro,"Married, spouse present",1,Voted
Delaware,218463,53,High School,Female,Asian only,"Married, spouse present",2,Did not vote
West Virginia,83638,31,High School,Male,White,Never married/single,0,Did not vote
Kentucky,63696,29,College,Male,White,Never married/single,1,Voted
Wisconsin,20134,21,High School,Female,White,Never married/single,1,Voted
Kansas,40418,30,High School,Female,White,"Married, spouse present",2,Voted
Vermont,57934,54,College,Female,White,Divorced,2,Voted
Arizona,96225,20,High School,Female,White,Never married/single,1,Voted
New York,50457,59,College,Female,Black/Negro,Divorced,1,Voted
Oklahoma,36149,78,No Degree,Female,White,Widowed,2,Did not vote
Mississippi,40828,21,High School,Male,White,Never married/single,0,Voted
Arkansas,4319,44,High School,Female,White,"Married, spouse present",0,Voted
Texas,43652,41,College,Male,White,Never married/single,3,Voted
Florida,53705,41,High School,Female,Black/Negro,Separated,1,Did not vote
Delaware,81494,32,College,Male,White,"Married, spouse present",3,Voted
South Carolina,34351,36,No Degree,Male,Black/Negro,Separated,1,Did not vote
California,88180,57,High School,Male,White,"Married, spouse present",2,Voted
California,64284,19,High School,Female,Asian only,Never married/single,2,Voted
Wyoming,144732,48,College,Female,White,"Married, spouse present",3,Did not vote
Texas,64860,38,College,Female,White,"Married, spouse present",1,Voted
Texas,23789,21,High School,Female,Black/Negro,Never married/single,3,Did not vote
New York,59625,53,High School,Female,White,"Married, spouse present",2,Voted
Minnesota,189533,41,College,Female,White,"Married, spouse present",0,Voted
New Hampshire,18817,80,High School,Female,White,Widowed,1,Voted
Washington,74693,56,High School,Male,White,Never married/single,3,Voted
Pennsylvania,53967,26,High School,Female,White,"Married, spouse present",2,Did not vote
North Carolina,179095,39,College,Female,White,"Married, spouse present",1,Did not vote
Tennessee,32591,23,College,Female,White,Never married/single,1,Voted
Louisiana,19984,56,High School,Female,Black/Negro,Divorced,0,Voted
Florida,33760,23,High School,Female,White,Never married/single,1,Voted
California,51173,56,High School,Female,White,"Married, spouse present",1,Voted
Michigan,42824,80,College,Female,Black/Negro,Widowed,3,Voted
South Dakota,79658,58,High School,Female,White,"Married, spouse present",4,Voted
Montana,92096,67,College,Female,White,"Married, spouse present",2,Voted
Colorado,136215,69,College,Male,White,Divorced,1,Voted
Oregon,13461,41,High School,Female,White,Divorced,2,Did not vote
Florida,53108,38,College,Female,Black/Negro,Never married/single,0,Voted
Indiana,73392,30,High School,Male,White,Never married/single,2,Voted
New York,277468,38,College,Male,Asian only,Never married/single,2,Voted
Nevada,38882,42,High School,Female,White,"Married, spouse absent",0,Did not vote
California,34968,69,High School,Female,White,"Married, spouse present",1,Voted
New Hampshire,119861,62,High School,Male,White,"Married, spouse present",0,Voted
New York,235280,39,College,Female,White,"Married, spouse present",0,Voted
Montana,42932,69,High School,Male,White,Widowed,1,Voted
Delaware,98711,19,High School,Male,White,Never married/single,3,Did not vote
Nevada,67294,35,High School,Female,White,Never married/single,3,Did not vote
Maine,47741,73,High School,Female,White,"Married, spouse present",0,Voted
New Mexico,13181,18,No Degree,Female,White,Never married/single,3,Voted
North Carolina,428,55,High School,Male,White,Never married/single,0,Voted
California,1316,26,High School,Female,White,Never married/single,0,Did not vote
Arkansas,75878,63,High School,Female,White,Divorced,0,Did not vote
Utah,310983,34,College,Female,White,"Married, spouse present",1,Voted
Nevada,32519,29,High School,Male,White,Never married/single,2,Voted
Mississippi,20772,19,No Degree,Male,White,Never married/single,3,Did not vote
Georgia,88460,63,College,Female,White,"Married, spouse present",1,Voted
New York,92888,68,High School,Female,White,"Married, spouse present",1,Did not vote
Wyoming,51412,60,High School,Male,White,Divorced,0,Voted
Arizona,139681,18,No Degree,Male,White,Never married/single,0,Did not vote
Maryland,136955,18,High School,Male,White,Never married/single,0,Voted
Louisiana,17973,22,High School,Female,Black/Negro,Never married/single,1,Voted
Indiana,81227,70,High School,Female,White,"Married, spouse present",1,Voted
New Jersey,3047,34,High School,Female,White,Never married/single,4,Did not vote
Alabama,48466,57,High School,Female,White,"Married, spouse present",0,Did not vote
Maryland,118811,45,High School,Female,White-American Indian,"Married, spouse present",3,Voted
North Dakota,74571,65,High School,Female,White,Divorced,1,Did not vote
Wyoming,44883,85,High School,Female,White,Widowed,1,Voted
Utah,109413,22,High School,Male,White,Never married/single,1,Did not vote
West Virginia,27712,39,College,Female,White,"Married, spouse present",3,Did not vote
New York,62480,35,High School,Male,Black/Negro,Never married/single,0,Voted
Florida,12295,25,No Degree,Female,White,Never married/single,4,Did not vote
Oregon,54587,21,No Degree,Female,White,Never married/single,2,Did not vote
Florida,1904,18,High School,Male,White,Never married/single,2,Did not vote
Mississippi,26266,25,High School,Male,White,Never married/single,0,Voted
Arkansas,180478,37,College,Female,White,"Married, spouse present",2,Voted
New Jersey,44463,48,College,Female,White,Never married/single,0,Voted
Washington,466626,35,College,Female,White,"Married, spouse present",2,Voted
Colorado,177287,32,College,Female,White,Never married/single,3,Voted
Montana,9085,65,High School,Female,White,"Married, spouse present",0,Voted
New York,158601,40,College,Male,White,"Married, spouse absent",1,Did not vote
Michigan,29668,54,High School,Female,White,Widowed,1,Voted
New Hampshire,51343,59,High School,Female,White,"Married, spouse present",0,Did not vote
Georgia,226203,27,College,Female,White,Never married/single,3,Voted
North Carolina,25605,30,College,Female,Black/Negro,Divorced,2,Voted
North Dakota,118455,53,High School,Female,White,"Married, spouse present",0,Voted
Utah,28732,80,High School,Female,White,Widowed,1,Voted
Florida,155430,51,High School,Male,White,Divorced,0,Voted
California,46674,20,High School,Male,Asian only,Never married/single,0,Don't know
Arizona,85028,51,High School,Female,White,Divorced,2,Voted
Missouri,21214,69,High School,Female,White,Divorced,2,Voted
Alaska,221436,28,High School,Male,White,"Married, spouse absent",2,Voted
West Virginia,14304,57,College,Female,White,Never married/single,3,Voted
California,95978,65,College,Female,White,Divorced,3,Voted
Louisiana,19373,19,High School,Female,Black/Negro,Never married/single,1,Did not vote
Arkansas,157762,49,High School,Female,White,"Married, spouse present",0,Did not vote
Florida,38324,41,High School,Female,White,"Married, spouse present",1,Did not vote
Colorado,20223,67,No Degree,Female,White,"Married, spouse present",3,Did not vote
Virginia,91194,34,College,Female,White,Never married/single,2,Did not vote
New Hampshire,240223,20,High School,Female,White,Never married/single,1,Did not vote
Michigan,69379,45,College,Female,White,Divorced,2,Voted
Alaska,186143,73,High School,Female,White,"Married, spouse present",1,Voted
Michigan,58278,53,High School,Male,White,Divorced,0,Did not vote
Oklahoma,31185,18,No Degree,Female,White,Never married/single,0,Did not vote
Arkansas,83775,75,No Degree,Male,White,Widowed,1,Did not vote
Connecticut,40903,64,College,Female,White,Divorced,1,Voted
Minnesota,47918,42,High School,Female,White,Never married/single,1,Voted
Arkansas,63717,24,High School,Female,White,"Married, spouse present",3,Voted
South Carolina,23141,80,High School,Female,White,Widowed,2,Did not vote
South Dakota,79860,58,College,Female,White,"Married, spouse present",2,Voted
Minnesota,56518,69,College,Female,White,Widowed,2,Voted
California,134023,30,High School,Female,White,Never married/single,1,Did not vote
Washington,95958,34,College,Male,White,Never married/single,1,Voted
Arizona,87379,42,College,Female,White,"Married, spouse present",2,Voted
Arizona,97469,20,High School,Female,White,Never married/single,0,Did not vote
Louisiana,41881,25,High School,Female,White,"Married, spouse present",0,Did not vote
South Carolina,23241,39,High School,Female,White,Never married/single,2,Did not vote
California,87699,29,College,Female,White,"Married, spouse present",2,Voted
South Dakota,51067,55,High School,Female,White,"Married, spouse present",0,Voted
Texas,22006,38,High School,Female,Asian only,Divorced,0,Did not vote
Maryland,210457,42,College,Female,White,"Married, spouse present",3,Voted
Missouri,60263,58,High School,Female,White,Divorced,0,Voted
Louisiana,45152,78,High School,Male,White,Never married/single,0,Voted
Maine,95164,34,College,Female,White,"Married, spouse present",0,Voted
Arkansas,168261,55,College,Female,White,"Married, spouse present",0,Voted
Alaska,53287,40,High School,Female,White,"Married, spouse absent",1,Voted
Rhode Island,44754,27,High School,Female,Black/Negro,"Married, spouse present",1,Did not vote
California,79457,35,College,Female,White,"Married, spouse present",0,Voted
Michigan,132202,41,College,Female,White,Never married/single,2,Voted
Hawaii,205541,56,High School,Male,White,"Married, spouse present",0,Voted
Delaware,57675,77,College,Male,White,Widowed,0,Voted
Texas,70004,54,College,Female,White,Divorced,0,Did not vote
Illinois,10281,61,High School,Female,White,"Married, spouse present",2,Voted
Washington,6982,85,College,Female,White,Divorced,2,Did not vote
Washington,70676,63,High School,Female,White,Widowed,1,Voted
Florida,53546,69,High School,Female,White,"Married, spouse present",0,Voted
Montana,19889,24,High School,Male,White,Never married/single,0,Did not vote
Vermont,27983,74,High School,Male,White,Widowed,2,Voted
Texas,55382,73,High School,Female,White,"Married, spouse present",3,Voted
Vermont,2933,55,High School,Female,White,Divorced,2,Did not vote
Montana,37203,54,High School,Male,White,Divorced,1,Did not vote
Missouri,49687,73,College,Female,Black/Negro,Divorced,2,Voted
Utah,117773,64,High School,Male,White,Divorced,1,Voted
Texas,644225,29,High School,Female,Asian only,"Married, spouse present",1,Did not vote
West Virginia,34255,47,College,Female,White,"Married, spouse present",3,Did not vote
Ohio,141810,46,High School,Male,White,"Married, spouse present",1,Did not vote
